id,username,ip,transactionTime,startTime,endTime,authorizationID,platform,usernames,polygon
309,Robert Plant,192.168.1.12,04/09/2019 12:37,2019-02-15 06:09:18 UTC,2019-02-19 06:09:18 UTC,DEV-309-2019,FinancialTimes,"79446025, 41357602, 61874257, 06854556, 46654424","POLYGON ((8.287423, 100.1927389), (9.287423,100.1927389),(8.287423, 100.6927389), (9.287423,100.6927389),(8.287423,100.1927389))"
312,John Paul Jones,192.168.1.12,17/06/2019 08:01,2019-06-27 22:24:20 UTC,2019-06-29 22:24:20 UTC,DEV-312-2019,NewYorkTimes,"84380995, 80858853, 41387842, 97953938, 97531261, 79080166, 48824234, 96597532, 21565279","POLYGON ((14.5598603, 121.0335354), (15.5598603,121.0335354),(14.5598603, 121.5335354), (15.5598603,121.5335354),(14.5598603,121.0335354))"
316,Robert Plant,192.168.1.47,09/01/2020 14:16,2019-07-14 20:11:49 UTC,2019-07-19 20:11:49 UTC,DEV-316-2020,TheTimes,62574858,"POLYGON ((32.8676912, -80.017511), (33.8676912,-80.017511),(32.8676912, -79.517511), (33.8676912,-79.517511),(32.8676912,-80.017511))"
324,John Bonham,192.168.1.12,27/02/2019 11:17,2019-04-26 12:17:28 UTC,2019-04-29 12:17:28 UTC,DEV-324-2019,TheGuardian,"51148859, 52103741, 35464321, 46461485, 85000613","POLYGON ((51.9560413, 18.3741855), (52.9560413,18.3741855),(51.9560413, 18.8741855), (52.9560413,18.8741855),(51.9560413,18.3741855))"
330,Jimmy Page,192.168.1.12,02/04/2019 14:33,2019-02-18 22:22:47 UTC,2019-02-20 22:22:47 UTC,DEV-330-2019,WashingtonPost,"19026323, 85692708, 14467405, 54605794, 48710886, 67921743, 17728163, 84083725, 34835803, 14619699","POLYGON ((7.1065989, 6.6878719), (8.1065989,6.6878719),(7.1065989, 7.1878719), (8.1065989,7.1878719),(7.1065989,6.6878719))"
333,Jimmy Page,192.168.1.12,16/08/2019 09:11,2019-05-14 02:14:01 UTC,2019-05-20 02:14:01 UTC,DEV-333-2019,TheTimes,"16575190, 42167736, 24323418","POLYGON ((7.6392002, 123.3058014), (8.6392002,123.3058014),(7.6392002, 123.8058014), (8.6392002,123.8058014),(7.6392002,123.3058014))"
340,Jimmy Page,192.168.1.12,25/04/2019 13:37,2019-12-11 03:58:53 UTC,2019-12-15 03:58:53 UTC,DEV-340-2019,FinancialTimes,"71092826, 99570299, 51092697, 79763781, 76322038, 66802688, 00565298, 57400602","POLYGON ((38.7280454, -9.3225944), (39.7280454,-9.3225944),(38.7280454, -8.8225944), (39.7280454,-8.8225944),(38.7280454,-9.3225944))"
347,John Paul Jones,192.168.1.12,15/04/2019 11:47,2019-05-07 02:19:34 UTC,2019-05-10 02:19:34 UTC,DEV-347-2019,WashingtonPost,"45045504, 69696629, 92822433, 91715565","POLYGON ((-7.6359993, 114.0160937), (-6.6359993,114.0160937),(-7.6359993, 114.5160937), (-6.6359993,114.5160937),(-7.6359993,114.0160937))"
358,John Paul Jones,192.168.1.12,22/08/2019 14:02,2019-11-29 06:14:34 UTC,2019-12-01 06:14:34 UTC,DEV-358-2019,TheSun,"02015550, 44243717, 60047666, 50988656, 81899121, 95265801, 26911466, 37231916","POLYGON ((-4.0644217, 35.3548545), (-3.0644217,35.3548545),(-4.0644217, 35.8548545), (-3.0644217,35.8548545),(-4.0644217,35.3548545))"
365,John Paul Jones,192.168.1.12,24/12/2019 13:21,2019-07-11 18:06:07 UTC,2019-07-15 18:06:07 UTC,DEV-365-2019,MailOnline,"21686339, 01100312","POLYGON ((28.1904306, 112.9857433), (29.1904306,112.9857433),(28.1904306, 113.4857433), (29.1904306,113.4857433),(28.1904306,112.9857433))"
367,John Bonham,192.168.1.12,23/08/2019 14:56,2020-01-01 06:27:20 UTC,2020-01-04 06:27:20 UTC,DEV-367-2019,TheSun,69325296,"POLYGON ((52.958936, 21.8130562), (53.958936,21.8130562),(52.958936, 22.3130562), (53.958936,22.3130562),(52.958936,21.8130562))"
375,John Paul Jones,192.168.1.12,16/07/2019 15:50,2019-10-17 18:08:54 UTC,2019-10-23 18:08:54 UTC,DEV-375-2019,TheSun,"68554303, 95723427, 18817484, 28444458, 38792904, 81035727","POLYGON ((13.6095445, -15.0608558), (14.6095445,-15.0608558),(13.6095445, -14.5608558), (14.6095445,-14.5608558),(13.6095445,-15.0608558))"
381,Robert Plant,192.168.1.12,14/05/2019 09:12,2019-11-28 20:54:36 UTC,2019-11-30 20:54:36 UTC,DEV-381-2019,FinancialTimes,"46643106, 47403591, 24371432, 75209820, 89661961, 06152171","POLYGON ((45.619588, 122.838826), (46.619588,122.838826),(45.619588, 123.338826), (46.619588,123.338826),(45.619588,122.838826))"
395,Robert Plant,192.168.1.12,12/09/2019 14:45,2019-08-22 02:58:37 UTC,2019-08-25 02:58:37 UTC,DEV-395-2019,TheTimes,"26999192, 42612838, 74152738, 74176733, 28581437, 28382880","POLYGON ((57.995662, 114.2615751), (58.995662,114.2615751),(57.995662, 114.7615751), (58.995662,114.7615751),(57.995662,114.2615751))"
410,John Paul Jones,192.168.1.12,08/07/2019 14:49,2020-01-07 23:09:39 UTC,2020-01-12 23:09:39 UTC,DEV-410-2019,WashingtonPost,40802085,"POLYGON ((-7.7454234, 113.1709572), (-6.7454234,113.1709572),(-7.7454234, 113.6709572), (-6.7454234,113.6709572),(-7.7454234,113.1709572))"
413,Jimmy Page,192.168.1.12,23/08/2019 09:17,2020-01-19 00:54:17 UTC,2020-01-24 00:54:17 UTC,DEV-413-2019,TheGuardian,"71297598, 34189547, 92802173, 05763700","POLYGON ((8.1818348, 124.147545), (9.1818348,124.147545),(8.1818348, 124.647545), (9.1818348,124.647545),(8.1818348,124.147545))"
417,Jimmy Page,192.168.1.12,30/10/2019 08:55,2019-09-20 06:12:08 UTC,2019-09-26 06:12:08 UTC,DEV-417-2019,NewYorkTimes,"37608735, 97293459, 34628067, 00126443, 93637967","POLYGON ((47.910483, 33.391783), (48.910483,33.391783),(47.910483, 33.891783), (48.910483,33.891783),(47.910483,33.391783))"
425,John Paul Jones,192.168.1.12,13/11/2019 14:09,2019-04-19 18:05:49 UTC,2019-04-21 18:05:49 UTC,DEV-425-2019,TheGuardian,"57218207, 96619548, 36761020, 65486813, 03341083, 61253601, 22901677, 14556946, 84876509, 73383951","POLYGON ((10.748716, -75.107922), (11.748716,-75.107922),(10.748716, -74.607922), (11.748716,-74.607922),(10.748716,-75.107922))"
428,Jimmy Page,192.168.1.55,22/08/2019 08:36,2019-10-09 05:36:42 UTC,2019-10-12 05:36:42 UTC,DEV-428-2019,FinancialTimes,"29949265, 09181344, 39566335, 91652428, 74414346, 33275984, 51610812, 91671475, 56444146, 22839299","POLYGON ((50.216501, 21.6671416), (51.216501,21.6671416),(50.216501, 22.1671416), (51.216501,22.1671416),(50.216501,21.6671416))"
430,John Paul Jones,192.168.1.12,27/02/2019 11:16,2019-06-14 00:05:39 UTC,2019-06-17 00:05:39 UTC,DEV-430-2019,MailOnline,"29855229, 32455018, 57410461, 26947947, 57205887, 69617772, 25151532, 04384278","POLYGON ((-9.6447416, 124.779603), (-8.6447416,124.779603),(-9.6447416, 125.279603), (-8.6447416,125.279603),(-9.6447416,124.779603))"
440,Jimmy Page,192.168.1.12,04/06/2019 12:58,2019-10-03 01:54:01 UTC,2019-10-08 01:54:01 UTC,DEV-440-2019,WashingtonPost,"55697226, 74256454, 78299105, 50840205","POLYGON ((43.3211671, 45.9920397), (44.3211671,45.9920397),(43.3211671, 46.4920397), (44.3211671,46.4920397),(43.3211671,45.9920397))"
444,John Paul Jones,192.168.1.12,08/04/2019 11:23,2019-04-10 19:14:44 UTC,2019-04-15 19:14:44 UTC,DEV-444-2019,FinancialTimes,"67127897, 95021782, 16780954, 99729456, 88817101","POLYGON ((29.849977, 95.775494), (30.849977,95.775494),(29.849977, 96.275494), (30.849977,96.275494),(29.849977,95.775494))"
447,John Paul Jones,192.168.1.12,11/11/2019 13:10,2019-06-26 21:18:18 UTC,2019-06-29 21:18:18 UTC,DEV-447-2019,NewYorkTimes,"73683869, 19766794, 03033358, 21797542, 10122535, 61198983","POLYGON ((24.7021073, 121.7377502), (25.7021073,121.7377502),(24.7021073, 122.2377502), (25.7021073,122.2377502),(24.7021073,121.7377502))"
452,John Paul Jones,192.168.1.12,14/02/2019 10:59,2019-07-20 14:04:49 UTC,2019-07-23 14:04:49 UTC,DEV-452-2019,DailyExpress,"89780023, 58135701, 25945810, 42517536","POLYGON ((-8.0914709, 112.718192), (-7.0914709,112.718192),(-8.0914709, 113.218192), (-7.0914709,113.218192),(-8.0914709,112.718192))"
461,Jimmy Page,192.168.1.12,02/01/2020 14:01,2019-06-02 22:19:48 UTC,2019-06-08 22:19:48 UTC,DEV-461-2020,TheSun,"24933688, 31267084, 37728597, 92264227, 51082816, 29278147, 29165947, 69510259, 14730254, 96744413, 59683700","POLYGON ((31.074834, 109.879153), (32.074834,109.879153),(31.074834, 110.379153), (32.074834,110.379153),(31.074834,109.879153))"
462,John Bonham,192.168.1.12,27/06/2019 09:23,2019-06-25 02:12:34 UTC,2019-06-28 02:12:34 UTC,DEV-462-2019,DailyExpress,"09817381, 64789460, 58481356, 31046511, 27111345, 43830906, 23853392, 74822494, 81026044","POLYGON ((53.701556, 91.680719), (54.701556,91.680719),(53.701556, 92.180719), (54.701556,92.180719),(53.701556,91.680719))"
466,John Paul Jones,192.168.1.12,03/02/2020 12:05,2019-07-24 11:09:49 UTC,2019-07-27 11:09:49 UTC,DEV-466-2020,TheGuardian,"25132877, 44765099, 50303561, 06804638, 86589674, 20604748, 06779499, 73828653","POLYGON ((15.1650908, 120.5657329), (16.1650908,120.5657329),(15.1650908, 121.0657329), (16.1650908,121.0657329),(15.1650908,120.5657329))"
468,Jimmy Page,192.168.1.12,01/07/2019 09:22,2019-05-10 03:43:02 UTC,2019-05-12 03:43:02 UTC,DEV-468-2019,TheTimes,"07836520, 32235774, 22631210, 55877055, 01700934, 61964813, 73182058, 63462028","POLYGON ((-28.7415512, 30.461686), (-27.7415512,30.461686),(-28.7415512, 30.961686), (-27.7415512,30.961686),(-28.7415512,30.461686))"
470,Jimmy Page,192.168.1.44,02/07/2019 09:55,2019-12-24 19:38:13 UTC,2019-12-27 19:38:13 UTC,DEV-470-2019,DailyExpress,"53833305, 14949114","POLYGON ((45.3207796, 4.1293609), (46.3207796,4.1293609),(45.3207796, 4.6293609), (46.3207796,4.6293609),(45.3207796,4.1293609))"
471,Jimmy Page,192.168.1.12,18/03/2019 13:26,2019-12-30 01:45:42 UTC,2020-01-05 01:45:42 UTC,DEV-471-2019,TheGuardian,"55994732, 67343048, 44169915, 60464007, 54633642, 46486766","POLYGON ((63.8223321, 20.2753893), (64.8223321,20.2753893),(63.8223321, 20.7753893), (64.8223321,20.7753893),(63.8223321,20.2753893))"
477,Jimmy Page,192.168.1.12,17/12/2019 12:48,2019-11-29 20:13:20 UTC,2019-12-04 20:13:20 UTC,DEV-477-2019,MailOnline,"09006460, 07007031, 36572321, 49834072, 55382628, 73653395","POLYGON ((-29.4484468, -66.8679635), (-28.4484468,-66.8679635),(-29.4484468, -66.3679635), (-28.4484468,-66.3679635),(-29.4484468,-66.8679635))"
478,Jimmy Page,192.168.1.12,26/03/2019 15:29,2019-03-12 13:21:49 UTC,2019-03-14 13:21:49 UTC,DEV-478-2019,NewYorkTimes,"21761988, 93789097, 18811796, 22947693, 76906624, 04314168, 89097349, 86421886, 10233953, 41008513","POLYGON ((-19.1054879, 33.4607744), (-18.1054879,33.4607744),(-19.1054879, 33.9607744), (-18.1054879,33.9607744),(-19.1054879,33.4607744))"
482,Jimmy Page,192.168.1.47,15/08/2019 13:59,2019-04-30 10:34:52 UTC,2019-05-03 10:34:52 UTC,DEV-482-2019,TheTimes,"59410413, 68812004","POLYGON ((-0.4359644, 30.5729962), (0.5640356,30.5729962),(-0.4359644, 31.0729962), (0.5640356,31.0729962),(-0.4359644,30.5729962))"
484,John Paul Jones,192.168.1.12,16/04/2019 13:17,2019-02-10 11:34:10 UTC,2019-02-12 11:34:10 UTC,DEV-484-2019,NewYorkTimes,"94062642, 82440930, 81904205, 32829105, 92784013, 02141733, 52191180, 70847999, 59581419, 11879580, 54059010","POLYGON ((-6.7128814, 106.838158), (-5.7128814,106.838158),(-6.7128814, 107.338158), (-5.7128814,107.338158),(-6.7128814,106.838158))"
487,John Paul Jones,192.168.1.55,27/08/2019 10:00,2019-03-11 03:17:34 UTC,2019-03-13 03:17:34 UTC,DEV-487-2019,TheSun,"76304824, 52661734","POLYGON ((13.9645426, 107.852463), (14.9645426,107.852463),(13.9645426, 108.352463), (14.9645426,108.352463),(13.9645426,107.852463))"
491,Jimmy Page,192.168.1.12,10/07/2019 08:44,2019-07-10 14:12:34 UTC,2019-07-13 14:12:34 UTC,DEV-491-2019,DailyExpress,"52724951, 53967889, 63028814, 71673158","POLYGON ((-27.3226376, -50.6378804), (-26.3226376,-50.6378804),(-27.3226376, -50.1378804), (-26.3226376,-50.1378804),(-27.3226376,-50.6378804))"
498,John Paul Jones,192.168.1.12,22/10/2019 09:15,2019-08-13 12:07:02 UTC,2019-08-19 12:07:02 UTC,DEV-498-2019,FinancialTimes,"12945764, 00942254, 43102925, 82515881, 80261897, 13084280, 35733602, 18234924","POLYGON ((-6.7132088, 111.359026), (-5.7132088,111.359026),(-6.7132088, 111.859026), (-5.7132088,111.859026),(-6.7132088,111.359026))"
503,John Paul Jones,192.168.1.12,16/09/2019 13:33,2020-01-24 12:56:17 UTC,2020-01-28 12:56:17 UTC,DEV-503-2019,NewYorkTimes,49097569,"POLYGON ((-6.3865373, 107.4010519), (-5.3865373,107.4010519),(-6.3865373, 107.9010519), (-5.3865373,107.9010519),(-6.3865373,107.4010519))"
510,Jimmy Page,192.168.1.47,15/01/2020 08:31,2019-10-28 18:43:52 UTC,2019-10-30 18:43:52 UTC,DEV-510-2020,TheSun,"79645429, 50014527, 05478740, 73046453, 14556876, 83320413, 16173102","POLYGON ((47.273289, -2.204647), (48.273289,-2.204647),(47.273289, -1.704647), (48.273289,-1.704647),(47.273289,-2.204647))"
511,John Paul Jones,192.168.1.12,19/09/2019 12:16,2019-08-07 00:17:23 UTC,2019-08-12 00:17:23 UTC,DEV-511-2019,DailyExpress,"61849352, 88023352, 17755282, 22774633, 96307818, 42858698","POLYGON ((24.560159, 120.8214265), (25.560159,120.8214265),(24.560159, 121.3214265), (25.560159,121.3214265),(24.560159,120.8214265))"
512,John Paul Jones,192.168.1.12,08/01/2020 13:50,2019-07-01 20:22:01 UTC,2019-07-06 20:22:01 UTC,DEV-512-2020,TheSun,87142720,"POLYGON ((-37.4629159, -72.3612251), (-36.4629159,-72.3612251),(-37.4629159, -71.8612251), (-36.4629159,-71.8612251),(-37.4629159,-72.3612251))"
517,Jimmy Page,192.168.1.12,27/01/2020 13:32,2019-11-11 11:06:04 UTC,2019-11-16 11:06:04 UTC,DEV-517-2020,TheGuardian,90693167,"POLYGON ((38.7035566, -7.7801629), (39.7035566,-7.7801629),(38.7035566, -7.2801629), (39.7035566,-7.2801629),(38.7035566,-7.7801629))"
529,John Bonham,192.168.1.12,11/11/2019 09:42,2019-03-28 13:21:53 UTC,2019-04-03 13:21:53 UTC,DEV-529-2019,TheSun,"88373381, 25935066","POLYGON ((53.3177535, -6.2324705), (54.3177535,-6.2324705),(53.3177535, -5.7324705), (54.3177535,-5.7324705),(53.3177535,-6.2324705))"
530,John Paul Jones,192.168.1.12,21/11/2019 11:18,2019-10-04 02:52:51 UTC,2019-10-09 02:52:51 UTC,DEV-530-2019,TheTimes,"61514527, 75048001, 35085727, 54874239","POLYGON ((-6.8238747, 107.9195543), (-5.8238747,107.9195543),(-6.8238747, 108.4195543), (-5.8238747,108.4195543),(-6.8238747,107.9195543))"
532,Jimmy Page,192.168.1.12,06/06/2019 08:20,2019-09-04 07:25:17 UTC,2019-09-08 07:25:17 UTC,DEV-532-2019,TheTimes,"89148880, 39789455, 92404063","POLYGON ((39.856276, -8.78126), (40.856276,-8.78126),(39.856276, -8.28126), (40.856276,-8.28126),(39.856276,-8.78126))"
533,Jimmy Page,192.168.1.55,27/09/2019 14:53,2019-07-01 14:55:14 UTC,2019-07-05 14:55:14 UTC,DEV-533-2019,MailOnline,"16904003, 40372075, 83968170, 44685416, 25860371, 93040522, 93295327","POLYGON ((39.4477824, -9.014074), (40.4477824,-9.014074),(39.4477824, -8.514074), (40.4477824,-8.514074),(39.4477824,-9.014074))"
538,Jimmy Page,192.168.1.55,05/09/2019 15:37,2019-07-12 03:23:43 UTC,2019-07-14 03:23:43 UTC,DEV-538-2019,WashingtonPost,"88613752, 16071760, 17739423, 56165340, 43980730, 92086465, 00695318, 18296321, 06568581, 85672772","POLYGON ((49.1333104, 13.740288), (50.1333104,13.740288),(49.1333104, 14.240288), (50.1333104,14.240288),(49.1333104,13.740288))"
546,Jimmy Page,192.168.1.12,28/10/2019 09:26,2019-06-14 19:14:16 UTC,2019-06-20 19:14:16 UTC,DEV-546-2019,WashingtonPost,"46421334, 43207517, 03220824, 34264871","POLYGON ((5.7511525, 9.3146014), (6.7511525,9.3146014),(5.7511525, 9.8146014), (6.7511525,9.8146014),(5.7511525,9.3146014))"
550,John Paul Jones,192.168.1.12,01/01/2020 09:19,2019-03-02 00:10:02 UTC,2019-03-07 00:10:02 UTC,DEV-550-2020,DailyExpress,"28580258, 89807558, 97166751, 17416439, 00421973","POLYGON ((23.02299, 113.1039), (24.02299,113.1039),(23.02299, 113.6039), (24.02299,113.6039),(23.02299,113.1039))"
555,John Paul Jones,192.168.1.12,26/06/2019 08:38,2019-10-10 08:58:51 UTC,2019-10-14 08:58:51 UTC,DEV-555-2019,DailyExpress,"36313337, 96832963, 91319622, 51395469, 07338354","POLYGON ((-6.1583904, 106.4288088), (-5.1583904,106.4288088),(-6.1583904, 106.9288088), (-5.1583904,106.9288088),(-6.1583904,106.4288088))"
564,Robert Plant,192.168.1.12,15/11/2019 10:29,2019-09-14 18:57:47 UTC,2019-09-19 18:57:47 UTC,DEV-564-2019,MailOnline,"39602418, 99704669, 97992892, 56676846, 71923557, 11608838","POLYGON ((7.7896079, 100.3048897), (8.7896079,100.3048897),(7.7896079, 100.8048897), (8.7896079,100.8048897),(7.7896079,100.3048897))"
565,John Paul Jones,192.168.1.12,15/01/2020 08:21,2019-02-20 16:34:00 UTC,2019-02-22 16:34:00 UTC,DEV-565-2020,NewYorkTimes,"63046316, 96857088, 39941301, 89500900, 63047953, 22937546, 91672969, 51079640","POLYGON ((-7.419676, 107.66086), (-6.419676,107.66086),(-7.419676, 108.16086), (-6.419676,108.16086),(-7.419676,107.66086))"
570,John Paul Jones,192.168.1.55,07/06/2019 12:01,2019-09-20 17:28:22 UTC,2019-09-25 17:28:22 UTC,DEV-570-2019,TheSun,"01964879, 84727470, 28758338","POLYGON ((-5.8508719, 13.4627375), (-4.8508719,13.4627375),(-5.8508719, 13.9627375), (-4.8508719,13.9627375),(-5.8508719,13.4627375))"
572,Jimmy Page,192.168.1.12,22/07/2019 11:09,2019-06-13 04:11:52 UTC,2019-06-17 04:11:52 UTC,DEV-572-2019,WashingtonPost,"51095645, 34670321, 97003241, 23230634, 89748297, 87939339, 33641118","POLYGON ((50.3171905, 2.801236), (51.3171905,2.801236),(50.3171905, 3.301236), (51.3171905,3.301236),(50.3171905,2.801236))"
576,Jimmy Page,192.168.1.12,15/02/2019 10:04,2019-07-14 17:26:35 UTC,2019-07-16 17:26:35 UTC,DEV-576-2019,MailOnline,"92598153, 83557613, 03644516, 10823024, 38452262","POLYGON ((40.7, -111.94), (41.7,-111.94),(40.7, -111.44), (41.7,-111.44),(40.7,-111.94))"
579,Jimmy Page,192.168.1.12,28/10/2019 14:38,2019-04-23 01:39:04 UTC,2019-04-27 01:39:04 UTC,DEV-579-2019,TheGuardian,"67942642, 00337415, 96226144, 54912153","POLYGON ((-11.8532073, -75.508016), (-10.8532073,-75.508016),(-11.8532073, -75.008016), (-10.8532073,-75.008016),(-11.8532073,-75.508016))"
585,John Paul Jones,192.168.1.12,15/04/2019 08:01,2019-05-23 08:50:41 UTC,2019-05-25 08:50:41 UTC,DEV-585-2019,TheSun,"78429778, 99452731, 17705194, 20014937, 45441199, 14192117","POLYGON ((-34.5656691, -58.7176959), (-33.5656691,-58.7176959),(-34.5656691, -58.2176959), (-33.5656691,-58.2176959),(-34.5656691,-58.7176959))"
590,Jimmy Page,192.168.1.12,25/06/2019 10:30,2019-06-30 01:47:37 UTC,2019-07-03 01:47:37 UTC,DEV-590-2019,WashingtonPost,11516189,"POLYGON ((57.4930406, 15.8361761), (58.4930406,15.8361761),(57.4930406, 16.3361761), (58.4930406,16.3361761),(57.4930406,15.8361761))"
598,Jimmy Page,192.168.1.12,11/03/2019 15:02,2019-05-11 19:45:28 UTC,2019-05-15 19:45:28 UTC,DEV-598-2019,DailyExpress,"29897306, 91118255, 67745823, 20758032, 82107027, 19634859, 70408095, 72336534, 06887709, 10947693, 97275192","POLYGON ((-22.4101426, -47.5717516), (-21.4101426,-47.5717516),(-22.4101426, -47.0717516), (-21.4101426,-47.0717516),(-22.4101426,-47.5717516))"
602,John Paul Jones,192.168.1.12,28/05/2019 12:34,2019-07-13 00:33:51 UTC,2019-07-17 00:33:51 UTC,DEV-602-2019,MailOnline,"82766890, 11170570, 91972042","POLYGON ((27.272726, 98.875784), (28.272726,98.875784),(27.272726, 99.375784), (28.272726,99.375784),(27.272726,98.875784))"
603,Jimmy Page,192.168.1.12,29/03/2019 13:10,2019-04-23 18:56:20 UTC,2019-04-26 18:56:20 UTC,DEV-603-2019,TheSun,"13401618, 12348928, 18042164, 85563877, 31739204, 41005281, 04357438, 17582953","POLYGON ((35.3890138, 139.5007628), (36.3890138,139.5007628),(35.3890138, 140.0007628), (36.3890138,140.0007628),(35.3890138,139.5007628))"
605,John Paul Jones,192.168.1.12,30/09/2019 10:32,2020-01-19 05:18:53 UTC,2020-01-21 05:18:53 UTC,DEV-605-2019,FinancialTimes,"83584920, 13464813, 73872433, 16023177, 67271419, 13039177, 55252948, 30476239, 27198586, 28659604","POLYGON ((-7.4797342, 110.2176941), (-6.4797342,110.2176941),(-7.4797342, 110.7176941), (-6.4797342,110.7176941),(-7.4797342,110.2176941))"
611,John Paul Jones,192.168.1.12,25/11/2019 09:39,2019-05-30 12:26:35 UTC,2019-06-03 12:26:35 UTC,DEV-611-2019,TheSun,"11872599, 22638519, 14297758, 71222185, 48630376, 74120353","POLYGON ((-8.2735418, 114.8864193), (-7.2735418,114.8864193),(-8.2735418, 115.3864193), (-7.2735418,115.3864193),(-8.2735418,114.8864193))"
612,Jimmy Page,192.168.1.12,07/10/2019 11:28,2019-02-27 22:06:49 UTC,2019-03-04 22:06:49 UTC,DEV-612-2019,DailyExpress,"53176185, 96835350, 64697769, 70811040, 15358321, 72322302, 31925967, 14739686, 81236768","POLYGON ((45.1616228, 17.9293975), (46.1616228,17.9293975),(45.1616228, 18.4293975), (46.1616228,18.4293975),(45.1616228,17.9293975))"
619,Jimmy Page,192.168.1.55,03/10/2019 12:01,2019-08-03 22:31:49 UTC,2019-08-08 22:31:49 UTC,DEV-619-2019,FinancialTimes,"38616528, 00063722, 81140310, 76183847, 26113744, 71543752, 28265899, 04437218","POLYGON ((48.4089744, 135.123385), (49.4089744,135.123385),(48.4089744, 135.623385), (49.4089744,135.623385),(48.4089744,135.123385))"
621,John Paul Jones,192.168.1.12,18/02/2019 14:33,2019-10-13 06:48:44 UTC,2019-10-18 06:48:44 UTC,DEV-621-2019,WashingtonPost,"82068874, 97421269, 89085186, 83723393","POLYGON ((23.156538, 102.746704), (24.156538,102.746704),(23.156538, 103.246704), (24.156538,103.246704),(23.156538,102.746704))"
623,John Paul Jones,192.168.1.47,18/11/2019 14:24,2019-06-23 22:50:29 UTC,2019-06-27 22:50:29 UTC,DEV-623-2019,TheSun,"21340294, 34870484, 85134756, 73841049, 76972278, 82884185, 57113700, 38485678, 11649379","POLYGON ((29.894972, 121.538057), (30.894972,121.538057),(29.894972, 122.038057), (30.894972,122.038057),(29.894972,121.538057))"
627,Jimmy Page,192.168.1.12,13/03/2019 13:11,2019-12-23 23:40:40 UTC,2019-12-27 23:40:40 UTC,DEV-627-2019,NewYorkTimes,"92989462, 28267197, 03124279, 55320190, 57021721, 01205632, 21261648","POLYGON ((40.0380778, -75.1136721), (41.0380778,-75.1136721),(40.0380778, -74.6136721), (41.0380778,-74.6136721),(40.0380778,-75.1136721))"
629,Jimmy Page,192.168.1.12,07/08/2019 12:16,2019-09-05 14:01:37 UTC,2019-09-11 14:01:37 UTC,DEV-629-2019,DailyExpress,"79813110, 07935553, 04215414, 12511773, 14670976, 99198223, 33250161, 85879206, 36399785, 56412335, 53803724","POLYGON ((59.9207975, 20.9091298), (60.9207975,20.9091298),(59.9207975, 21.4091298), (60.9207975,21.4091298),(59.9207975,20.9091298))"
630,John Bonham,192.168.1.47,02/04/2019 09:27,2019-06-21 01:26:21 UTC,2019-06-25 01:26:21 UTC,DEV-630-2019,TheSun,"97724665, 87201927, 13928615, 41042184","POLYGON ((56.1597379, 25.744289), (57.1597379,25.744289),(56.1597379, 26.244289), (57.1597379,26.244289),(56.1597379,25.744289))"
631,Jimmy Page,192.168.1.12,26/12/2019 14:30,2019-08-15 07:10:55 UTC,2019-08-18 07:10:55 UTC,DEV-631-2019,NewYorkTimes,"20657792, 06517846, 13239725, 91238956, 09126250","POLYGON ((-10.2313205, -67.2847875), (-9.2313205,-67.2847875),(-10.2313205, -66.7847875), (-9.2313205,-66.7847875),(-10.2313205,-67.2847875))"
633,John Bonham,192.168.1.12,02/12/2019 12:39,2019-08-31 09:21:24 UTC,2019-09-02 09:21:24 UTC,DEV-633-2019,TheGuardian,"23198056, 90137739, 09419232, 72846776, 13960564, 99880147, 14039455","POLYGON ((54.3116188, 22.3171463), (55.3116188,22.3171463),(54.3116188, 22.8171463), (55.3116188,22.8171463),(54.3116188,22.3171463))"
635,John Paul Jones,192.168.1.12,21/06/2019 09:54,2019-07-05 15:52:37 UTC,2019-07-09 15:52:37 UTC,DEV-635-2019,WashingtonPost,"17090811, 38515567, 26847362, 43201266, 54684927, 65167066, 11572146, 68475928, 29748754","POLYGON ((15.9655291, 120.4032998), (16.9655291,120.4032998),(15.9655291, 120.9032998), (16.9655291,120.9032998),(15.9655291,120.4032998))"
636,John Paul Jones,192.168.1.55,15/04/2019 13:34,2019-07-26 03:41:30 UTC,2019-07-28 03:41:30 UTC,DEV-636-2019,NewYorkTimes,"22161097, 29707083, 28174430, 27077062, 81274915, 16420883, 40866564, 59893779","POLYGON ((19.9104798, 99.840576), (20.9104798,99.840576),(19.9104798, 100.340576), (20.9104798,100.340576),(19.9104798,99.840576))"
639,John Paul Jones,192.168.1.12,15/02/2019 10:54,2019-09-22 11:38:55 UTC,2019-09-26 11:38:55 UTC,DEV-639-2019,DailyExpress,"89649009, 56212695, 86600601","POLYGON ((-34.625324, -58.5187733), (-33.625324,-58.5187733),(-34.625324, -58.0187733), (-33.625324,-58.0187733),(-34.625324,-58.5187733))"
650,Jimmy Page,192.168.1.12,04/04/2019 13:28,2019-11-26 04:14:11 UTC,2019-11-29 04:14:11 UTC,DEV-650-2019,DailyExpress,"55830654, 65489595, 07939083, 51448237, 04264872, 83708463","POLYGON ((47.2981504, 6.1605131), (48.2981504,6.1605131),(47.2981504, 6.6605131), (48.2981504,6.6605131),(47.2981504,6.1605131))"
